"Gracias!","Potencial cliente"
"precio de Arica a Calama","Cotizando"
"cuanto sale para providencia 835","Cotizando"
"tengo una duda","Potencial cliente"
"tienen servicio de transporte?","Potencial cliente"
"Hola","Potencial cliente"
"origen: pedro montt 1361, destino: santiago centro 1284","Cotizando"
"de estación central 1112 a av. los carrera 254","Cotizando"
"listo","Potencial cliente"
"hacen viajes?","Potencial cliente"
"Consulta rápida de viaje","Potencial cliente"
"cómo funciona?","Potencial cliente"
"necesito ir a camino real 1285","Cotizando"
"lugar de partida: desde hotel casino 1527 hasta aeropuerto el tepual 2305","Cotizando"
"precio de Valparaíso a Osorno","Cotizando"
"origen: ovalle plaza de armas 2031, destino: mercado central 2226","Cotizando"
"Hola, buenas tardes","Potencial cliente"
"Hola, buenas tardes","Potencial cliente"
"Buenas noches","Potencial cliente"
"origen: 1 sur 1961, destino: av. los carrera 2668","Cotizando"
"cotízame desde avenida españa 2878 hasta calle arlegui 434","Cotizando"
"Muy amable","Potencial cliente"
"precio de un viaje a a picarte 1755","Cotizando"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"cómo agendo?","Potencial cliente"
"tengo una pregunta","Potencial cliente"
"es una consulta","Potencial cliente"
"genial","Potencial cliente"
"tipo 02hrs","Cotizando"
"Quisiera cotizar un traslado desde av. colón 1740 hasta miraflores 1733","Cotizando"
"Hola buenos días","Potencial cliente"
"Ok","Potencial cliente"
"origen: calle arlegui 1427, destino: calle antofagasta 1546","Cotizando"
"Hola!","Potencial cliente"
"Que tal","Potencial cliente"
"salida el el 14/01/2026","Cotizando"
"¿Incluyen espera?","Cotizando"
"precio de Valdivia a Valparaíso","Cotizando"
"necesito ir a santiago centro 709","Cotizando"
"Qué servicio ofrecen?","Potencial cliente"
"tengo una duda","Potencial cliente"
"ya","Potencial cliente"
"Buenas noches","Potencial cliente"
"Cotización para ir de de Talca a Puerto Montt","Cotizando"
"Necesito consultar algo","Potencial cliente"
"cómo funciona?","Potencial cliente"
"de nueva libertad 1916 a calle antofagasta 58","Cotizando"
"precio de Antofagasta a Valdivia","Cotizando"
"origen: calle arlegui 214, destino: osorno terminal 1941","Cotizando"
"necesito ir a avenida libertad 1871","Cotizando"
"tengo una duda","Potencial cliente"
"cotización para desde picarte 1189 hasta costanera center 60","Cotizando"
"atienden hoy?","Potencial cliente"
"Qué servicio ofrecen?","Potencial cliente"
"origen: mercado central 223, destino: santiago centro 2161","Cotizando"
"Consulta rápida","Potencial cliente"
"origen: de Valdivia a Copiapó","Cotizando"
"cómo agendo?","Potencial cliente"
"Buenas","Potencial cliente"
"Quiero consultar por un viaje","Potencial cliente"
"cuanto cuesta ir a Rancagua desde Iquique","Cotizando"
"Holaaa","Potencial cliente"
"Entendido","Potencial cliente"
"precio de San Felipe a La Serena","Cotizando"
"salida a las 11 de la mañana","Cotizando"
"cotización para desde mercado central 2638 hasta av. los carrera 1976","Cotizando"
"están disponibles?","Potencial cliente"
"cuanto cuesta ir a Rancagua desde Quilpué","Cotizando"
"Holaaa","Potencial cliente"
"precio de Ovalle a La Serena","Cotizando"
"cuanto sale para aeropuerto arturo merino 1074","Cotizando"
"Qué servicio ofrecen?","Potencial cliente"
"origen: nueva imperial 2223, destino: osorno terminal 2124","Cotizando"
"Saludos","Potencial cliente"
"cuanto sale para av. los carrera 954","Cotizando"
"Tengo una consulta","Potencial cliente"
"Qué servicio ofrecen?","Potencial cliente"
"tienen servicio de transporte?","Potencial cliente"
"Qué servicio ofrecen?","Potencial cliente"
"me pueden ayudar?","Potencial cliente"
"solo ida","Cotizando"
"a eso de las 19 de la mañana","Cotizando"
"voy a desde nueva imperial 1222 hasta plaza de armas 867","Cotizando"
"solo ida","Cotizando"
"cotízame desde hotel casino 1977 hasta 4 poniente 1076","Cotizando"
"estoy interesado","Potencial cliente"
"Espero confirmación","Potencial cliente"
"Buenos días","Potencial cliente"
"para 7 pasajeros","Cotizando"
"Buenas noches","Potencial cliente"
"Buenas noches","Potencial cliente"
"de calle errázuriz 2026 a hotel casino 2358","Cotizando"
"cómo funciona?","Potencial cliente"
"de baquedano 890 a plaza de maipú 229","Cotizando"
"precio de Arica a Rancagua","Cotizando"
"tengo una duda","Potencial cliente"
"Consulta rápida","Potencial cliente"
"Que tal","Potencial cliente"
"Espero confirmación","Potencial cliente"
"Hola buenos días","Potencial cliente"
"Traslado de de Reñaca a La Serena","Cotizando"
"origen: camino real 86, destino: estación central 1926","Cotizando"
"necesito ir a valle del elqui 2900","Cotizando"
"salida el el 24/10/2025","Cotizando"
"Gracias!","Potencial cliente"
"de calle 10 489 a barrio histórico 1523","Cotizando"
"Quiero información de traslado","Potencial cliente"
"Buenas tardes","Potencial cliente"
"con regreso","Cotizando"
"¿Incluyen espera?","Cotizando"
"precio de Puerto Varas a Chicureo","Cotizando"
"Quiero información de traslado","Potencial cliente"
"solo ida","Cotizando"
"me puedes dar el precio para ir a a av. matucana 2647","Cotizando"
"necesito ir a plaza de armas 1936","Cotizando"
"destino: desde avenida españa 115 hasta camino real 396","Cotizando"
"Vale","Potencial cliente"
"hola, precio de de Copiapó a Santiago","Cotizando"
"Hola","Potencial cliente"
"cuanto sale para av. balmaceda 98","Cotizando"
"cuanto sale un viaje a de La Serena a Osorno","Cotizando"
"están disponibles?","Potencial cliente"
"ayuda","Potencial cliente"
"Vale","Potencial cliente"
"Muy amable","Potencial cliente"
"de 15 norte 1867 a miraflores 828","Cotizando"
"Un viaje desde desde curicó centro 350 hasta avenida españa 40","Cotizando"
"precio de Chillán a La Serena","Cotizando"
"cuanto cuesta ir a Talca desde Talcahuano","Cotizando"
"ok gracias","Potencial cliente"
"Quiero información de traslado","Potencial cliente"
"Gracias!","Potencial cliente"
"de parque arauco 697 a avenida del mar 2802","Cotizando"
"factura electrónica, por favor","Cotizando"
"cuanto sale para parque o'higgins 1849","Cotizando"
"Buenos días","Potencial cliente"
"es una consulta","Potencial cliente"
"cuanto sale para av. matucana 1408","Cotizando"
"hola, valor para ir a desde vicuña mackenna 2558 hasta calle san martín 2224","Cotizando"
"lugar de partida: desde av. apoquindo 1025 hasta faro monumental 2297","Cotizando"
"precio para a simón bolívar 1023","Cotizando"
"voy a a picarte 2602","Cotizando"
"Buenas","Potencial cliente"
"Quisiera cotizar un traslado de Iquique a Antofagasta","Cotizando"
"me explican el servicio?","Potencial cliente"
"genial","Potencial cliente"
"tienen servicio de transporte?","Potencial cliente"
"Quiero consultar por un viaje","Potencial cliente"
"Necesito consultar algo","Potencial cliente"
"¿Se puede pagar con tarjeta?","Cotizando"
"cuanto cuesta ir a Rancagua desde Puerto Varas","Cotizando"
"Hola","Potencial cliente"
"necesito ir a 10 oriente 1462","Cotizando"
"cómo funciona?","Potencial cliente"
"Gracias!","Potencial cliente"
"ok gracias","Potencial cliente"
"precio de Iquique a Copiapó","Cotizando"
"cuanto cuesta ir a Quilpué desde Valdivia","Cotizando"
"cuanto cuesta ir a Rancagua desde Reñaca","Cotizando"
"super","Potencial cliente"
"de av. apoquindo 1715 a nueva libertad 2089","Cotizando"
"de avenida 1 2445 a 1 norte 2194","Cotizando"
"Hola","Potencial cliente"
"quedo atento","Potencial cliente"
"ayuda","Potencial cliente"
"precio de Valdivia a Concepción","Cotizando"
"cuanto cuesta ir a Temuco desde Ovalle","Cotizando"
"origen: alameda 1149, destino: mall plaza la serena 2836","Cotizando"
"estoy interesado","Potencial cliente"
"Buenas tardes","Potencial cliente"
"Buenas tardes","Potencial cliente"
"listo","Potencial cliente"
"¿Incluye peajes?","Cotizando"
"Saludos","Potencial cliente"
"valor para ir de Coquimbo a Copiapó","Cotizando"
"Perfecto, gracias","Potencial cliente"
"precio de Santiago a Talcahuano","Cotizando"
"cuanto sale un viaje a de Puerto Montt a La Serena","Cotizando"
"precio de Rancagua a Talca","Cotizando"
"Cotización traslado urgente de San Felipe a Calama","Cotizando"
"de aeropuerto el tepual 1724 a mercado central 203","Cotizando"
"salida a las 22:45","Cotizando"
"tengo una pregunta","Potencial cliente"
"genial","Potencial cliente"
"Que tal","Potencial cliente"
"hola, precio de a picarte 2272","Cotizando"
"de osorno terminal 2066 a av. apoquindo 1839","Cotizando"
"somos 2","Cotizando"
"Hola, cómo estás?","Potencial cliente"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"me explican el servicio?","Potencial cliente"
"valor para ir de Reñaca a Chicureo","Cotizando"
"necesito ir a de Villa Alemana a Valdivia","Cotizando"
"cuanto cuesta ir a Coquimbo desde Viña del Mar","Cotizando"
"Entendido","Potencial cliente"
"están disponibles?","Potencial cliente"
"cuanto sale para nueva libertad 438","Cotizando"
"Buenas noches","Potencial cliente"
"origen: alameda 1042, destino: 12 norte 893","Cotizando"
"Hola equipo","Potencial cliente"
"estoy interesado","Potencial cliente"
"necesito ir a aeropuerto carriel sur 1022","Cotizando"
"están disponibles?","Potencial cliente"
"Cotización traslado urgente de Valdivia a Viña del Mar","Cotizando"
"cuanto sale para calle san martín 2787","Cotizando"
"solo ida","Cotizando"
"fecha 10 de December","Cotizando"
"me explican el servicio?","Potencial cliente"
"Buenas","Potencial cliente"
"Perfecto, gracias","Potencial cliente"
"Buenas tardes","Potencial cliente"
"Necesito consultar algo","Potencial cliente"
"Espero confirmación","Potencial cliente"
"Buenas noches","Potencial cliente"
"precio de Coquimbo a Talca","Cotizando"
"hola, valor para ir a desde manso de velasco 2870 hasta av. costanera 2116","Cotizando"
"Vale","Potencial cliente"
"cuanto cuesta ir a Arica desde Talca","Cotizando"
"Listo","Potencial cliente"
"genial","Potencial cliente"
"precio de Viña del Mar a Copiapó","Cotizando"
"Cotización para ir de de Viña del Mar a San Felipe","Cotizando"
"origen: simón bolívar 964, destino: nueva imperial 1741","Cotizando"
"lugar de partida: de La Serena a Chillán","Cotizando"
"fecha 18/03","Cotizando"
"necesito un movil para a av. apoquindo 1016","Cotizando"
"origen: parque arauco 32, destino: aeropuerto arturo merino 2925","Cotizando"
"información por favor","Potencial cliente"
"Buenas","Potencial cliente"
"para el día el 10/11/2025","Cotizando"
"Vale","Potencial cliente"
"Espero confirmación","Potencial cliente"
"Qué servicio ofrecen?","Potencial cliente"
"Un viaje desde a puerto montt centro 1356","Cotizando"
"Hola, buenas tardes","Potencial cliente"
"Necesito un traslado desde a plaza sotomayor 2108","Cotizando"
"lugar de partida: desde barrio histórico 417 hasta ovalle plaza de armas 2220","Cotizando"
"cuanto sale de La Serena a Chicureo","Cotizando"
"necesito factura","Cotizando"
"Holaaa","Potencial cliente"
"Buenas noches","Potencial cliente"
"Hola, cómo estás?","Potencial cliente"
"origen: estación central 683, destino: baquedano 585","Cotizando"
"Consulta rápida","Potencial cliente"
"Buenas tardes","Potencial cliente"
"Hola buenos días","Potencial cliente"
"necesito ir a av. colón 938","Cotizando"
"quedo atento","Potencial cliente"
"hola, precio de de Chillán a Copiapó","Cotizando"
"precio para a talca centro 2712","Cotizando"
"Hola!","Potencial cliente"
"destino es a faro monumental 1110","Cotizando"
"Necesito un traslado desde de Curicó a Talca","Cotizando"
"necesito ir a curicó centro 1386","Cotizando"
"Buenas noches","Potencial cliente"
"Quiero consultar por un viaje","Potencial cliente"
"a eso de las 18:15 hrs","Cotizando"
"necesito ir a av. los carrera 2193","Cotizando"
"Vale","Potencial cliente"
"Consulta rápida de viaje","Potencial cliente"
"Quiero información de traslado","Potencial cliente"
"Buenas","Potencial cliente"
"Buenos días","Potencial cliente"
"precio de Puerto Montt a Talca","Cotizando"
"me puedes dar el precio para ir a desde chillán centro 2081 hasta reñaca 1261","Cotizando"
"¿Incluye maletas grandes?","Cotizando"
"origen: los leones 2149, destino: av. brasil 724","Cotizando"
"origen: avenida 1 212, destino: avenida españa 1719","Cotizando"
"cuanto cuesta ir a Talcahuano desde Temuco","Cotizando"
"ok gracias","Potencial cliente"
"precio de Los Andes a Puerto Montt","Cotizando"
"Hola","Potencial cliente"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"para el día 26/03","Cotizando"
"es una consulta","Potencial cliente"
"origen: calle san martín 621, destino: av. italia 859","Cotizando"
"necesito cotizar de La Serena a Chillán","Cotizando"
"tienen disponibilidad?","Potencial cliente"
"de faro monumental 1543 a providencia 1318","Cotizando"
"precio de Arica a Concepción","Cotizando"
"para 2 pasajeros","Cotizando"
"Hola, buenas tardes","Potencial cliente"
"Requiero factura","Cotizando"
"para 10 pasajeros","Cotizando"
"origen: avenida españa 53, destino: santiago centro 967","Cotizando"
"Qué servicio ofrecen?","Potencial cliente"
"Buenas noches","Potencial cliente"
"direccion de origen desde av. apoquindo 490 hasta plaza de armas 2522","Cotizando"
"Que tal","Potencial cliente"
"Buenas","Potencial cliente"
"origen: faro monumental 366, destino: mall plaza la serena 811","Cotizando"
"cuanto sale desde baquedano 1896 hasta plaza de maipú 811","Cotizando"
"direccion de origen de Los Andes a Rancagua","Cotizando"
"a eso de las 21:00 hrs","Cotizando"
"listo","Potencial cliente"
"precio de Ovalle a Calama","Cotizando"
"cuanto cuesta ir a Reñaca desde Los Andes","Cotizando"
"Buenas","Potencial cliente"
"de 12 norte 2107 a barrio histórico 1292","Cotizando"
"Muy amable","Potencial cliente"
"me explican el servicio?","Potencial cliente"
"cuanto sale para av. italia 344","Cotizando"
"de 15 norte 231 a estación central 1776","Cotizando"
"para 11 pasajeros","Cotizando"
"Buenas tardes","Potencial cliente"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"tienen servicio de transporte?","Potencial cliente"
"es una consulta","Potencial cliente"
"tienen servicio de transporte?","Potencial cliente"
"Hola","Potencial cliente"
"Qué servicio ofrecen?","Potencial cliente"
"somos 1","Cotizando"
"me pueden ayudar?","Potencial cliente"
"cuanto cuesta ir a Chillán desde Santiago","Cotizando"
"necesito ir a parque o'higgins 1877","Cotizando"
"Ok","Potencial cliente"
"precio de Ovalle a Osorno","Cotizando"
"origen: aeropuerto carriel sur 2059, destino: av. los carrera 2134","Cotizando"
"Hola, buenas tardes","Potencial cliente"
"de 4 poniente 227 a av. italia 2338","Cotizando"
"necesito ir a gregorio marañon 2174","Cotizando"
"cuanto sale para faro monumental 2706","Cotizando"
"valor de de Iquique a Reñaca","Cotizando"
"cuanto cuesta ir a Viña del Mar desde Rancagua","Cotizando"
"de calle vergara 2449 a los leones 2257","Cotizando"
"a las 10:30 hrs","Cotizando"
"solo ida","Cotizando"
"salida el 15 de December","Cotizando"
"precio de Antofagasta a Copiapó","Cotizando"
"precio de Copiapó a Osorno","Cotizando"
"tienen disponibilidad?","Potencial cliente"
"Quisiera saber más","Potencial cliente"
"Consulta rápida","Potencial cliente"
"de av. apoquindo 2134 a gregorio marañon 995","Cotizando"
"Buenas","Potencial cliente"
"precio de Villa Alemana a Talca","Cotizando"
"es una consulta","Potencial cliente"
"cómo agendo?","Potencial cliente"
"Saludos","Potencial cliente"
"me interesaría saber","Potencial cliente"
"Necesito consultar algo","Potencial cliente"
"Buenas tardes","Potencial cliente"
"origen: 1 norte 1082, destino: parque o'higgins 2682","Cotizando"
"salida el 05 de January","Cotizando"
"Quiero un presupuesto de Talcahuano a Valparaíso","Cotizando"
"Hola!","Potencial cliente"
"me interesaría saber","Potencial cliente"
"Hola, buenas tardes","Potencial cliente"
"Perfecto, gracias","Potencial cliente"
"me interesaría saber","Potencial cliente"
"Quisiera cotizar un traslado desde talca centro 2023 hasta las condes 1885","Cotizando"
"cuanto cuesta ir a Curicó desde Iquique","Cotizando"
"Hola equipo","Potencial cliente"
"están disponibles?","Potencial cliente"
"de alameda 272 a vicuña mackenna 1694","Cotizando"
"tienen servicio de transporte?","Potencial cliente"
"somos 5 adultos y 5 niño","Cotizando"
"cuanto cuesta ir a Temuco desde Valparaíso","Cotizando"
"es una consulta","Potencial cliente"
"genial","Potencial cliente"
"origen: plaza sotomayor 2243, destino: las condes 1994","Cotizando"
"de gregorio marañon 2189 a mall plaza trébol 2970","Cotizando"
"genial","Potencial cliente"
"de valle del elqui 1536 a av. los carrera 1132","Cotizando"
"me interesaría saber","Potencial cliente"
"Hola","Potencial cliente"
"genial","Potencial cliente"
"precio de Rancagua a Quilpué","Cotizando"
"están disponibles?","Potencial cliente"
"origen: aeropuerto el tepual 2169, destino: nueva imperial 222","Cotizando"
"precio para de Arica a Talcahuano","Cotizando"
"Muchas gracias","Potencial cliente"
"Buenas tardes","Potencial cliente"
"Ok","Potencial cliente"
"Buenas tardes","Potencial cliente"
"cuanto cuesta ir a Santiago desde Puerto Varas","Cotizando"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"Consulta rápida","Potencial cliente"
"saludos","Potencial cliente"
"origen: providencia 1616, destino: avenida del mar 2681","Cotizando"
"precio de Puerto Varas a Copiapó","Cotizando"
"atienden hoy?","Potencial cliente"
"fecha 25-10-2025","Cotizando"
"Buenas tardes","Potencial cliente"
"Hola, cómo estás?","Potencial cliente"
"Quisiera saber más","Potencial cliente"
"tengo una duda","Potencial cliente"
"Hola buenos días","Potencial cliente"
"Quiero información de traslado","Potencial cliente"
"Buenas tardes","Potencial cliente"
"Saludos","Potencial cliente"
"me pueden ayudar?","Potencial cliente"
"cuanto cuesta ir a Coquimbo desde Puerto Varas","Cotizando"
"necesito ir a av. los carrera 1235","Cotizando"
"hacen viajes?","Potencial cliente"
"origen: desde av. matta 581 hasta talca centro 408","Cotizando"
"¿Incluye maletas grandes?","Cotizando"
"Consulta rápida","Potencial cliente"
"de camino real 2884 a 14 poniente 752","Cotizando"
"cuanto sale un viaje a desde av. balmaceda 2736 hasta cerro concepción 735","Cotizando"
"precio de Osorno a Santiago","Cotizando"
"cuanto sale un viaje a desde mercado central 608 hasta cerro concepción 1602","Cotizando"
"origen: simón bolívar 2508, destino: barrio histórico 536","Cotizando"
"cuanto cuesta ir a Valdivia desde Quilpué","Cotizando"
"Hola equipo","Potencial cliente"
"atienden hoy?","Potencial cliente"
"origen: reñaca 1741, destino: calle antofagasta 490","Cotizando"
"de avenida central 2393 a av. costanera 408","Cotizando"
"están disponibles?","Potencial cliente"
"necesito ir a av. matta 581","Cotizando"
"es una consulta","Potencial cliente"
"necesito ir a de Puerto Varas a Calama","Cotizando"
"quedo atento","Potencial cliente"
"hola, valor para ir a a av. balmaceda 2767","Cotizando"
"listo","Potencial cliente"
"Ayuda por favor","Potencial cliente"
"cuanto me cobras a de Los Andes a Antofagasta","Cotizando"
"Quisiera saber más","Potencial cliente"
"Hola","Potencial cliente"
"cuanto me cobras a desde manso de velasco 2428 hasta santiago centro 1012","Cotizando"
"Hola, buenas tardes","Potencial cliente"
"precio de Los Andes a Copiapó","Cotizando"
"hacen viajes?","Potencial cliente"
"Quisiera ir desde av. matta 1646 hasta avenida argentina 1342","Cotizando"
"valor para ir a picarte 1651","Cotizando"
"Buenas tardes","Potencial cliente"
"necesito ir a desde cerro alegre 1556 hasta puerto montt centro 416","Cotizando"
"lugar de partida: desde 10 oriente 2477 hasta mall marina 2496","Cotizando"
"cotización para desde reñaca 564 hasta avenida alemania 1239","Cotizando"
"Buenas noches","Potencial cliente"
"de calle arlegui 1269 a pedro montt 2935","Cotizando"
"cuanto cuesta ir a Valdivia desde Valparaíso","Cotizando"
"tengo una duda","Potencial cliente"
"es una consulta","Potencial cliente"
"Vale","Potencial cliente"
"Hola buenos días","Potencial cliente"
"para 12 personas","Cotizando"
"origen: mall plaza trébol 2164, destino: osorno terminal 103","Cotizando"
"tienen servicio de transporte?","Potencial cliente"
"tienen servicio de transporte?","Potencial cliente"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"Consulta rápida","Potencial cliente"
"precio de un viaje a de Coquimbo a Temuco","Cotizando"
"¿Se puede pagar con tarjeta?","Cotizando"
"¿Incluye maletas grandes?","Cotizando"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"origen: calle 10 75, destino: aeropuerto arturo merino 2481","Cotizando"
"tienen disponibilidad?","Potencial cliente"
"con regreso","Cotizando"
"Hasta luego","Potencial cliente"
"cómo funciona?","Potencial cliente"
"precio de Valparaíso a San Felipe","Cotizando"
"cuanto cuesta ir a Osorno desde Quilpué","Cotizando"
"Hola buenos días","Potencial cliente"
"cuanto cuesta ir a Antofagasta desde Rancagua","Cotizando"
"Holaaa","Potencial cliente"
"a las 04:30 hrs","Cotizando"
"Buenas noches","Potencial cliente"
"Listo","Potencial cliente"
"OK","Potencial cliente"
"precio de Antofagasta a Talcahuano","Cotizando"
"Qué servicio ofrecen?","Potencial cliente"
"precio de San Felipe a Coquimbo","Cotizando"
"necesito ir a reñaca 731","Cotizando"
"Hola","Potencial cliente"
"destino es desde puerto montt centro 314 hasta mall plaza trébol 2106","Cotizando"
"Ayuda por favor","Potencial cliente"
"de aeropuerto arturo merino 1832 a nueva imperial 361","Cotizando"
"Holaaa","Potencial cliente"
"¿Hay disponibilidad?","Cotizando"
"salida el el 09/03/2026","Cotizando"
"Hola, cómo estás?","Potencial cliente"
"precio de Reñaca a Valparaíso","Cotizando"
"Saludos","Potencial cliente"
"es una consulta","Potencial cliente"
"Holaaa","Potencial cliente"
"Buenas tardes","Potencial cliente"
"Que tal","Potencial cliente"
"estoy interesado","Potencial cliente"
"de costanera center 898 a parque o'higgins 2204","Cotizando"
"tienen disponibilidad?","Potencial cliente"
"es una consulta","Potencial cliente"
"ida y vuelta","Cotizando"
"salida el el 03/03/2026","Cotizando"
"cuanto sale para estación central 1397","Cotizando"
"Tengo una consulta","Potencial cliente"
"Buenas noches","Potencial cliente"
"Buenas tardes","Potencial cliente"
"viaje de ida","Cotizando"
"origen: a 1 norte 418","Cotizando"
"viaje redondo","Cotizando"
"tienen servicio de transporte?","Potencial cliente"
"origen: desde av. brasil 1256 hasta avenida del mar 1052","Cotizando"
"precio de Calama a Talca","Cotizando"
"Qué servicio ofrecen?","Potencial cliente"
"cuanto cuesta ir a Temuco desde Talca","Cotizando"
"Hola, cómo estás?","Potencial cliente"
"Buenas","Potencial cliente"
"Cotización traslado urgente desde manso de velasco 2036 hasta av. costanera 2523","Cotizando"
"Qué servicio ofrecen?","Potencial cliente"
"de mall plaza la serena 2145 a cerro concepción 554","Cotizando"
"información por favor","Potencial cliente"
"precio de Villa Alemana a Arica","Cotizando"
"cuanto sale para avenida del mar 313","Cotizando"
"Hola buenos días","Potencial cliente"
"Vale","Potencial cliente"
"origen: puerto montt centro 1157, destino: 10 oriente 2782","Cotizando"
"¿Incluye peajes?","Cotizando"
"listo","Potencial cliente"
"me explican el servicio?","Potencial cliente"
"solo ida","Cotizando"
"cuanto sale para universidad de concepción 378","Cotizando"
"a eso de las 12hrs","Cotizando"
"Buenas tardes","Potencial cliente"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"tienen disponibilidad?","Potencial cliente"
"Entendido","Potencial cliente"
"cuanto cuesta ir a Valparaíso desde Calama","Cotizando"
"Buenas","Potencial cliente"
"Hola equipo","Potencial cliente"
"Muchas gracias","Potencial cliente"
"origen: alameda 1148, destino: plaza de armas 2593","Cotizando"
"estoy interesado","Potencial cliente"
"cuanto sale para av. costanera 179","Cotizando"
"precio de Puerto Varas a Talca","Cotizando"
"genial","Potencial cliente"
"me explican el servicio?","Potencial cliente"
"me explican el servicio?","Potencial cliente"
"cuanto cuesta ir a Viña del Mar desde Iquique","Cotizando"
"necesito cotizar desde calle quillota 106 hasta parque arauco 2688","Cotizando"
"¿Se puede pagar con transferencia?","Cotizando"
"Buenos días","Potencial cliente"
"ya","Potencial cliente"
"cuanto cuesta ir a Chillán desde Rancagua","Cotizando"
"necesito ir a calle vergara 1667","Cotizando"
"de parque o'higgins 1701 a 1 norte 2277","Cotizando"
"hacen viajes?","Potencial cliente"
"precio de Osorno a La Serena","Cotizando"
"tengo una duda","Potencial cliente"
"precio de Curicó a Antofagasta","Cotizando"
"tienen servicio de transporte?","Potencial cliente"
"tengo una duda","Potencial cliente"
"cómo funciona?","Potencial cliente"
"tengo una duda","Potencial cliente"
"Listo","Potencial cliente"
"de osorno terminal 2026 a gregorio marañon 1458","Cotizando"
"saludos","Potencial cliente"
"origen: avenida central 255, destino: calle vergara 304","Cotizando"
"Qué servicio ofrecen?","Potencial cliente"
"estoy interesado","Potencial cliente"
"necesito ir a las condes 2326","Cotizando"
"cuanto cuesta ir a Viña del Mar desde Valparaíso","Cotizando"
"solo ida","Cotizando"
"genial","Potencial cliente"
"precio de Talca a Rancagua","Cotizando"
"me pueden ayudar?","Potencial cliente"
"OK","Potencial cliente"
"tienen servicio de transporte?","Potencial cliente"
"necesito ir a universidad de concepción 726","Cotizando"
"Hola, necesito un auto para desde av. colón 1131 hasta cerro concepción 592","Cotizando"
"Buenas noches","Potencial cliente"
"Ayuda por favor","Potencial cliente"
"destino: a 1 sur 1531","Cotizando"
"cuanto me cobras a desde curicó centro 2327 hasta nueva imperial 1092","Cotizando"
"precio de Valdivia a Iquique","Cotizando"
"ya","Potencial cliente"
"ya","Potencial cliente"
"Hola, cómo estás?","Potencial cliente"
"información por favor","Potencial cliente"
"Consulta rápida de viaje","Potencial cliente"
"Perfecto, gracias","Potencial cliente"
"Buenas tardes","Potencial cliente"
"viaje redondo","Cotizando"
"me explican el servicio?","Potencial cliente"
"precio de un viaje a a plaza de maipú 976","Cotizando"
"origen: cerro alegre 1831, destino: simón bolívar 2823","Cotizando"
"me puedes dar el precio para ir a de Chillán a Santiago","Cotizando"
"cuanto sale para avenida libertad 1162","Cotizando"
"Buenas","Potencial cliente"
"Hola, cómo estás?","Potencial cliente"
"de calle errázuriz 788 a 14 poniente 405","Cotizando"
"Hola equipo","Potencial cliente"
"Hola equipo","Potencial cliente"
"origen: a av. matucana 1109","Cotizando"
"con regreso","Cotizando"
"precio de Iquique a Chillán","Cotizando"
"información por favor","Potencial cliente"
"Buenos días","Potencial cliente"
"ayuda","Potencial cliente"
"atienden hoy?","Potencial cliente"
"Listo","Potencial cliente"
"cuanto cuesta ir a Viña del Mar desde Calama","Cotizando"
"Quisiera saber más","Potencial cliente"
"de ovalle plaza de armas 660 a osorno terminal 732","Cotizando"
"Buenas noches","Potencial cliente"
"cuanto cuesta ir a Viña del Mar desde Los Andes","Cotizando"
"Hola!","Potencial cliente"
"necesito ir a nueva imperial 1590","Cotizando"
"Un viaje desde a calle maipú 274","Cotizando"
"Muchas gracias","Potencial cliente"
"Consulta rápida de viaje","Potencial cliente"
"cuanto cuesta ir a Calama desde Ovalle","Cotizando"
"destino es desde mall plaza la serena 1519 hasta providencia 2947","Cotizando"
"cuanto cuesta ir a Reñaca desde Arica","Cotizando"
"cuanto sale para cerro concepción 481","Cotizando"
"necesito ir a av. colón 2363","Cotizando"
"me explican el servicio?","Potencial cliente"
"valor para ir de Iquique a Villa Alemana","Cotizando"
"me pueden ayudar?","Potencial cliente"
"es una consulta","Potencial cliente"
"Qué servicio ofrecen?","Potencial cliente"
"Quisiera ir de Temuco a Osorno","Cotizando"
"Hola, cómo estás?","Potencial cliente"
"Hola","Potencial cliente"
"necesito info","Potencial cliente"
"valor de de Santiago a Talcahuano","Cotizando"
"necesito ir a avenida españa 2863","Cotizando"
"Que tal","Potencial cliente"
"de av. brasil 1774 a simón bolívar 2934","Cotizando"
"precio de San Felipe a Coquimbo","Cotizando"
"necesito factura","Cotizando"
"cuanto sale para calle san martín 1720","Cotizando"
"cotización para desde calle errázuriz 2189 hasta avenida central 831","Cotizando"
"precio de Quilpué a Santiago","Cotizando"
"genial","Potencial cliente"
"Buenas","Potencial cliente"
"origen: desde mall plaza trébol 919 hasta 10 oriente 2062","Cotizando"
"Buenas noches","Potencial cliente"
"Consulta rápida","Potencial cliente"
"precio de Chicureo a Valparaíso","Cotizando"
"listo","Potencial cliente"
"a eso de las 14:30","Cotizando"
"precio de Antofagasta a Calama","Cotizando"
"de aeropuerto arturo merino 416 a cerro alegre 2985","Cotizando"
