chat_id,msg_idx,window_text,label
cot_270,4,"DESTINO ALAMEDA 1428, SANTIAGO ; HORA 21:45 ; ME AYUDAN CON LA COTIZACIÓN",Cotizando
pot_233,2,holaaa...,Potencial cliente
gen_572,2,"destino Av. Kennedy 571, Antofagasta | fecha 03/02/2025 | hora 08:45 | somos 12 | ida y vuelta | origen Alameda 1513, Concepción 🙌",Cotización generada
cot_263,2,"origen O'Higgins 49, Temuco / fecha 08/02/2025 / me ayudan con la cotización 😊",Cotizando
cot_111,3,"hola! ; origen Av. Kennedy 808, La Serena ; destino Av. Providencia 329, Temuco ; somos 15 ; me ayudan con la cotización 👍",Cotizando
gen_522,1,"Ida y vuelta / somos 25 / hora 16:30 / fecha 23/08/2025 / destino los carrera 1297, temuco / origen av. kennedy 1590, rancagua...",Cotización generada
gen_480,4,"somos 50 fecha 13 de mayo de 2026 destino O'Higgins 2442, Temuco solo ida hora 15:30 origen O'Higgins 1522, Rancagua 👋!!",Cotización generada
cot_502,0,"holaaa ; destino Av. Providencia 1027, Concepción ; hora 07:30!",Cotizando
cot_416,2,"Origen baquedano 239, rancagua fecha 24/05/2025...",Cotizando
gen_184,5,"destino Alameda 1271, Antofagasta / origen O'Higgins 1846, Rancagua / fecha 19/02/2025 / hora 09:30 / somos 50 / ida y vuelta!!",Cotización generada
gen_59,0,"Origen av. san martín 1047, antofagasta fecha 26 de octubre de 2026 somos 8 ida y vuelta destino av. perú 293, valparaíso hora 08:00 maletas grandes!!",Cotización generada
cot_250,0,IDA Y VUELTA SOMOS 50 ME AYUDAN CON LA COTIZACIÓN,Cotizando
gen_429,2,"Destino av. san martín 2046, antofagasta origen o'higgins 1575, rancagua ida y vuelta somos 5 hora 06:15 fecha 29/10/2025",Cotización generada
pot_335,0,hola! / me interesa el servicio?,Potencial cliente
cot_384,0,"origen Av. Kennedy 757, La Serena destino Av. Kennedy 2303, La Serena me ayudan con la cotización",Cotizando
pot_482,0,hola ; mi correo es ana@hotmail.com!!,Potencial cliente
pot_572,3,Qué tal me pueden orientar?,Potencial cliente
pot_556,3,qué tal,Potencial cliente
pot_522,0,Buenas noches mi nombre es camila rut 7.925.417-2 mi correo es camila99@gmail.com!,Potencial cliente
cot_146,4,"origen Av. Providencia 1781, Antofagasta destino O'Higgins 1519, La Serena 🙌",Cotizando
gen_494,4,"Hora 20:45 - fecha 17/10/2025 - ida y vuelta - destino av. kennedy 2174, concepción - somos 30 - origen baquedano 485, antofagasta",Cotización generada
cot_200,0,"Origen alameda 709, temuco - destino av. providencia 350, valparaíso",Cotizando
gen_163,0,"Origen o'higgins 37, antofagasta - somos 6 - solo ida - hora 08:45 - destino av. perú 379, valparaíso - fecha 13/07/2025",Cotización generada
cot_566,3,"origen Alameda 2107, La Serena / destino O'Higgins 2026, Temuco / somos 4",Cotizando
gen_8,3,"Origen av. providencia 880, antofagasta / hora 11:15 / fecha 23/09/2025 / ida y vuelta / destino o'higgins 211, valparaíso / somos 50",Cotización generada
gen_263,5,"Origen los carrera 974, la serena ; hora 20:30 ; solo ida ; fecha 18 de octubre de 2025 ; somos 5 ; destino av. providencia 2342, viña del mar 👍",Cotización generada
cot_388,0,"buenas tardes ; origen Av. Kennedy 1989, La Serena ; destino Av. Perú 664, Temuco ; me ayudan con la cotización",Cotizando
cot_16,4,solo ida - somos 8 - me ayudan con la cotización 👍,Cotizando
cot_241,1,"origen Av. Perú 1052, La Serena - destino Baquedano 1076, La Serena 🙌",Cotizando
pot_456,0,Holaaa 👍,Potencial cliente
gen_124,4,"fecha 12/07/2026 - ida y vuelta - somos 30 - destino Av. San Martín 1912, Concepción - origen Alameda 1519, Valparaíso - hora 07:15 😊",Cotización generada
cot_466,3,"buenas / origen Av. Kennedy 2137, Temuco / fecha 12 de junio de 2025 🙌",Cotizando
pot_378,3,buenas tardes mi correo es maría2@gmail.com...,Potencial cliente
cot_430,3,"Destino av. providencia 649, valparaíso ; hora 10:30",Cotizando
gen_42,1,"Hora 07:45 / origen av. providencia 1079, valparaíso / destino av. kennedy 1362, viña del mar / ida y vuelta / somos 20 / fecha 15 de noviembre de 2026 / con factura",Cotización generada
pot_533,3,HOLA - ME INTERESA EL SERVICIO? 😊...,Potencial cliente
pot_216,3,buenas noches tienen disponibilidad? 😊,Potencial cliente
pot_44,3,Buenas noches | me pueden orientar? | mi correo es jorge@hotmail.com,Potencial cliente
cot_457,3,"Destino av. san martín 1483, viña del mar | hora 07:00",Cotizando
cot_508,3,"destino Av. Providencia 2366, Concepción hora 09:30",Cotizando
cot_96,0,"DESTINO ALAMEDA 880, VALPARAÍSO ; HORA 16:15 😊",Cotizando
cot_128,3,"origen Los Carrera 106, Antofagasta / destino Alameda 1928, La Serena",Cotizando
cot_206,3,"origen Av. Providencia 1760, Santiago - destino Av. Kennedy 968, Valparaíso",Cotizando
cot_141,0,fecha 22/10/2026 ; somos 10!,Cotizando
pot_137,3,buenas mi nombre es Luis RUT 18.052.435-3 mi correo es luis@yahoo.com,Potencial cliente
cot_378,3,"destino Av. Kennedy 709, La Serena - hora 11:00",Cotizando
pot_123,0,BUENOS DÍAS CÓMO LO HAGO? 🙌...,Potencial cliente
cot_555,4,Buenas solo ida somos 15,Cotizando
gen_240,4,"solo ida somos 8 fecha 04/10/2026 destino Alameda 682, Viña del Mar hora 10:15 origen Baquedano 1578, Antofagasta 😊",Cotización generada
gen_141,4,"Destino av. providencia 161, valparaíso ; origen av. kennedy 594, la serena ; hora 09:00 ; somos 8 ; fecha 12/02/2026 ; ida y vuelta ; maletas grandes",Cotización generada
pot_130,0,qué tal 🙌 mi correo es daniel@outlook.com!,Potencial cliente
gen_228,2,"Ida y vuelta ; fecha 25/09/2026 ; origen los carrera 1054, antofagasta ; somos 25 ; destino los carrera 2180, antofagasta ; hora 10:30 🙌",Cotización generada
cot_360,2,BUENAS | IDA Y VUELTA | SOMOS 25 | ME AYUDAN CON LA COTIZACIÓN.,Cotizando
cot_431,3,"hola - origen Av. Providencia 1902, Antofagasta - destino Av. Providencia 2180, Concepción - me ayudan con la cotización 😊!!",Cotizando
cot_526,3,"Origen los carrera 2009, santiago destino o'higgins 1052, temuco somos 12 👍.",Cotizando
pot_478,3,Holaaa mi nombre es camila,Potencial cliente
cot_581,0,"Holaaa - origen av. perú 949, viña del mar - destino av. san martín 1083, valparaíso - somos 2 👋...",Cotizando
cot_228,2,solo ida | somos 20,Cotizando
gen_36,4,"Somos 30 / destino baquedano 1115, la serena / fecha 10/06/2026 / hora 10:30 / solo ida / origen av. kennedy 2150, temuco / con aire acondicionado 😊",Cotización generada
pot_475,2,hola 👋,Potencial cliente
pot_497,1,hola mi nombre es Camila,Potencial cliente
gen_584,1,"SOLO IDA FECHA 17 DE DICIEMBRE DE 2025 HORA 08:00 SOMOS 10 DESTINO LOS CARRERA 853, LA SERENA ORIGEN ALAMEDA 1847, ANTOFAGASTA",Cotización generada
cot_517,2,Hola ida y vuelta somos 20 👋,Cotizando
cot_294,3,"Hola destino av. perú 136, antofagasta hora 12:45 👍",Cotizando
pot_412,1,Buenas mi correo es daniel61@yahoo.com!,Potencial cliente
pot_182,0,buenas tardes / tienen disponibilidad? 👍,Potencial cliente
gen_461,2,"hora 19:45 ; origen Av. Providencia 987, Concepción ; destino Av. Providencia 2305, Santiago ; fecha 30/01/2025 ; somos 20 ; ida y vuelta",Cotización generada
gen_502,2,"Destino baquedano 603, viña del mar solo ida origen av. providencia 592, antofagasta somos 15 hora 08:30 fecha 21/02/2026",Cotización generada
gen_508,0,"FECHA 03 DE ENERO DE 2026 IDA Y VUELTA DESTINO AV. KENNEDY 1984, LA SERENA ORIGEN ALAMEDA 997, ANTOFAGASTA SOMOS 2 HORA 06:45 🙌",Cotización generada
gen_463,0,"origen Av. Providencia 1645, Antofagasta hora 15:15 ida y vuelta destino O'Higgins 2102, Concepción somos 12 fecha 07/09/2026 🙌",Cotización generada
cot_320,4,"origen Los Carrera 341, Valparaíso destino Av. Perú 1659, Viña del Mar me ayudan con la cotización 😊",Cotizando
gen_545,3,"Origen o'higgins 864, valparaíso - hora 12:00 - fecha 08/06/2025 - ida y vuelta - somos 20 - destino av. providencia 769, la serena!!",Cotización generada
cot_531,0,hola ; fecha 10/08/2026 ; somos 4 👍,Cotizando
cot_148,1,"Buenas - origen los carrera 2409, concepción - destino av. providencia 793, viña del mar - me ayudan con la cotización",Cotizando
gen_251,5,"fecha 28/07/2025 hora 11:30 origen Av. Kennedy 1363, Santiago destino Av. Providencia 107, Viña del Mar solo ida somos 12",Cotización generada
gen_52,3,"somos 6 | origen Av. San Martín 2193, Santiago | fecha 12/06/2026 | destino Baquedano 1636, Rancagua | hora 07:15 | ida y vuelta 👍",Cotización generada
cot_412,3,"origen Av. Kennedy 1899, Valparaíso ; fecha 11 de marzo de 2026 ; me ayudan con la cotización",Cotizando
gen_84,5,"hora 11:00 ; origen Av. Perú 182, Temuco ; destino Los Carrera 2450, Viña del Mar ; fecha 25/01/2026 ; ida y vuelta ; somos 10...",Cotización generada
gen_304,5,"Hora 15:15 / somos 12 / origen alameda 174, antofagasta / ida y vuelta / destino av. providencia 381, santiago / fecha 04/01/2025 👍",Cotización generada
cot_96,1,"Buenas origen av. san martín 1647, rancagua destino alameda 2047, santiago somos 4 me ayudan con la cotización 👍",Cotizando
cot_428,3,"origen Av. Providencia 2143, Temuco - destino Baquedano 964, Temuco 😊",Cotizando
cot_346,0,"destino Av. San Martín 1157, Temuco | hora 12:00 | me ayudan con la cotización 😊...",Cotizando
pot_550,3,Buenas tardes / mi nombre es pedro / rut 25.088.929-3 / mi correo es pedro47@yahoo.com,Potencial cliente
cot_232,4,"origen Av. Kennedy 1162, Rancagua destino Baquedano 1619, Antofagasta",Cotizando
cot_581,4,Fecha 24 de diciembre de 2026 ; somos 1 ; me ayudan con la cotización.,Cotizando
pot_410,0,buenas noches,Potencial cliente
pot_122,2,holaaa | me pueden orientar? 👋 | mi correo es sofía25@yahoo.com,Potencial cliente
pot_182,3,buenas noches - me pueden orientar?,Potencial cliente
gen_65,1,"SOLO IDA | HORA 22:30 | FECHA 29/12/2025 | SOMOS 30 | DESTINO AV. PERÚ 491, VALPARAÍSO | ORIGEN BAQUEDANO 425, SANTIAGO 🙌.",Cotización generada
pot_452,1,hola! - mi nombre es Jorge - mi correo es jorge@yahoo.com,Potencial cliente
pot_354,1,qué tal 😊...,Potencial cliente
cot_63,0,"BUENOS DÍAS ; ORIGEN AV. PROVIDENCIA 1159, RANCAGUA ; DESTINO AV. PERÚ 1642, VIÑA DEL MAR ; SOMOS 8",Cotizando
cot_163,1,FECHA 26 DE FEBRERO DE 2026 SOMOS 3,Cotizando
gen_109,2,"origen Av. Kennedy 2117, Temuco ; hora 10:00 ; somos 2 ; fecha 19 de septiembre de 2026 ; ida y vuelta ; destino Alameda 1190, Valparaíso 👋",Cotización generada
gen_86,1,"HORA 09:30 SOMOS 12 IDA Y VUELTA FECHA 21/12/2025 ORIGEN O'HIGGINS 2387, CONCEPCIÓN DESTINO ALAMEDA 1526, ANTOFAGASTA",Cotización generada
cot_265,1,"Origen av. providencia 2259, valparaíso destino av. san martín 711, santiago somos 4",Cotizando
gen_293,0,"Destino av. kennedy 2259, rancagua - origen av. perú 1376, rancagua - fecha 08/08/2025 - hora 13:30 - ida y vuelta - somos 25",Cotización generada
gen_476,3,"origen Los Carrera 2229, Temuco | fecha 05/08/2025 | ida y vuelta | somos 50 | destino Los Carrera 756, Antofagasta | hora 17:30 | dos sillas para niños",Cotización generada
gen_83,0,"origen Alameda 1396, Santiago somos 20 fecha 19/11/2026 ida y vuelta hora 09:30 destino Baquedano 2253, Santiago con factura 😊",Cotización generada
gen_270,5,"ida y vuelta | origen O'Higgins 495, Temuco | destino O'Higgins 2138, La Serena | somos 5 | hora 15:45 | fecha 10/06/2025",Cotización generada
pot_548,1,hola! me ayudan con info? 😊 mi correo es ana@yahoo.com,Potencial cliente
cot_379,3,"destino Av. Providencia 1710, Rancagua - hora 15:45 - me ayudan con la cotización 🙌",Cotizando
pot_151,1,hola! mi nombre es Camila mi correo es camila49@outlook.com,Potencial cliente
gen_43,3,"somos 10 destino O'Higgins 1197, Antofagasta hora 21:15 origen Av. Kennedy 934, Valparaíso fecha 23/05/2025 solo ida 😊",Cotización generada
cot_546,0,"hola - origen O'Higgins 2007, Santiago - destino Av. Perú 2237, Concepción - somos 2 - me ayudan con la cotización 👋",Cotizando
cot_140,4,Solo ida / somos 10 🙌,Cotizando
cot_43,1,Solo ida somos 2 me ayudan con la cotización 👋,Cotizando
gen_531,5,"SOMOS 20 | FECHA 08/01/2025 | ORIGEN AV. PROVIDENCIA 2291, ANTOFAGASTA | HORA 06:15 | DESTINO AV. PROVIDENCIA 1275, RANCAGUA | IDA Y VUELTA",Cotización generada
cot_561,0,ida y vuelta somos 3,Cotizando
pot_549,0,Qué tal 👋,Potencial cliente
cot_527,4,"origen Av. Kennedy 20, Temuco ; fecha 13 de enero de 2025 ; me ayudan con la cotización 👋!!",Cotizando
gen_520,3,"Origen av. san martín 445, concepción - hora 20:00 - somos 8 - solo ida - fecha 28 de diciembre de 2026 - destino alameda 2073, concepción - con factura",Cotización generada
gen_248,5,"origen Baquedano 1047, Valparaíso | ida y vuelta | hora 19:15 | somos 8 | fecha 25/09/2025 | destino Baquedano 2459, Viña del Mar | maletas grandes",Cotización generada
gen_472,2,"fecha 07 de abril de 2026 - origen Baquedano 453, Santiago - hora 16:15 - somos 15 - ida y vuelta - destino Av. Kennedy 389, Antofagasta - con factura.",Cotización generada
pot_308,1,QUÉ TAL | ME GUSTARÍA COTIZAR? | MI CORREO ES ANA@YAHOO.COM,Potencial cliente
gen_534,0,"Origen av. perú 660, temuco / hora 14:15 / somos 3 / destino av. san martín 875, la serena / fecha 30 de octubre de 2026 / solo ida",Cotización generada
pot_80,2,Holaaa,Potencial cliente
gen_97,1,"somos 1 hora 20:45 origen Av. San Martín 1163, Temuco solo ida destino Av. Perú 2262, Viña del Mar fecha 17/02/2026 👋",Cotización generada
pot_176,0,buenas 👍,Potencial cliente
pot_427,1,Buenos días ; tienen disponibilidad? 😊 ; mi correo es daniel@yahoo.com,Potencial cliente
gen_238,0,"Solo ida - origen av. perú 2056, santiago - hora 19:00 - fecha 06 de enero de 2025 - somos 30 - destino av. perú 2007, rancagua - dos sillas para niños",Cotización generada
cot_478,4,"origen Av. San Martín 2496, Santiago | fecha 21 de julio de 2026 | me ayudan con la cotización.",Cotizando
gen_88,4,"fecha 24/10/2026 - ida y vuelta - somos 1 - destino Alameda 2120, Concepción - origen Alameda 1046, Valparaíso - hora 08:30 👋",Cotización generada
gen_324,1,"Somos 2 - hora 12:45 - destino av. kennedy 677, valparaíso - origen alameda 2104, la serena - solo ida - fecha 14 de octubre de 2026 🙌",Cotización generada
pot_377,1,qué tal | me pueden orientar? 😊!,Potencial cliente
cot_181,2,Fecha 02/09/2026 / somos 3 👋,Cotizando
pot_275,2,buenos días / me ayudan con info? 👍,Potencial cliente
cot_151,0,"origen Av. Perú 2327, Temuco | fecha 22/09/2025 | me ayudan con la cotización 👍",Cotizando
pot_182,2,hola!,Potencial cliente
pot_194,1,Buenas noches 👋,Potencial cliente
gen_89,5,"ida y vuelta ; hora 08:00 ; fecha 10/02/2025 ; destino Av. Perú 1972, Temuco ; origen Av. Providencia 679, Santiago ; somos 8",Cotización generada
pot_84,1,HOLA 🙌 / MI CORREO ES CARLA@YAHOO.COM,Potencial cliente
pot_34,3,qué tal tienen disponibilidad? 🙌,Potencial cliente
cot_561,1,"DESTINO AV. KENNEDY 1642, CONCEPCIÓN - HORA 15:45 - ME AYUDAN CON LA COTIZACIÓN 😊",Cotizando
gen_30,5,"destino Los Carrera 1422, Concepción hora 18:00 solo ida somos 4 fecha 30/09/2025 origen O'Higgins 788, Rancagua",Cotización generada
pot_383,1,BUENAS TARDES - MI NOMBRE ES SOFÍA - RUT 24.346.783-4,Potencial cliente
cot_183,4,"hola! | origen Av. San Martín 642, Viña del Mar | fecha 26/09/2026 | me ayudan con la cotización 👍",Cotizando
cot_585,4,fecha 17/01/2025 / somos 30 / me ayudan con la cotización 👋,Cotizando
gen_93,4,"destino Alameda 1341, Santiago ida y vuelta fecha 24/05/2025 somos 3 origen Av. Perú 1056, Temuco hora 14:45 👍",Cotización generada
gen_104,4,"FECHA 30 DE SEPTIEMBRE DE 2025 ORIGEN ALAMEDA 127, ANTOFAGASTA HORA 21:30 DESTINO BAQUEDANO 2346, LA SERENA SOMOS 6 IDA Y VUELTA DOS SILLAS PARA NIÑOS 👋!",Cotización generada
gen_321,5,"ORIGEN ALAMEDA 1433, VALPARAÍSO - DESTINO AV. SAN MARTÍN 680, RANCAGUA - HORA 18:00 - SOLO IDA - SOMOS 5 - FECHA 26/03/2026",Cotización generada
pot_365,2,Holaaa | me gustaría cotizar?.,Potencial cliente
pot_2,1,buenas...,Potencial cliente
cot_52,4,buenos días / ida y vuelta / somos 12 😊.,Cotizando
pot_402,0,buenas tardes / mi nombre es Miguel / RUT 9.993.466-5 / mi correo es miguel@yahoo.com,Potencial cliente
gen_265,1,"somos 6 fecha 12/11/2026 destino Baquedano 702, Temuco ida y vuelta origen O'Higgins 1890, Rancagua hora 09:15.",Cotización generada
cot_49,2,"origen O'Higgins 1244, Antofagasta ; destino Av. Kennedy 618, Viña del Mar ; somos 1",Cotizando
pot_150,1,Buenas tardes - mi nombre es pedro - rut 24.856.947-5,Potencial cliente
cot_476,1,"Origen av. providencia 908, antofagasta | destino av. perú 2289, rancagua | somos 40 👋",Cotizando
gen_385,1,"SOMOS 4 - HORA 12:00 - ORIGEN AV. PROVIDENCIA 804, TEMUCO - FECHA 04/01/2026 - DESTINO ALAMEDA 2224, LA SERENA - SOLO IDA",Cotización generada
pot_231,3,Holaaa,Potencial cliente
cot_272,1,"origen Alameda 2057, Valparaíso | fecha 26/02/2025",Cotizando
cot_120,1,"Buenas origen av. providencia 90, rancagua destino alameda 1722, antofagasta 👍",Cotizando
gen_73,0,"ORIGEN AV. KENNEDY 511, RANCAGUA HORA 11:00 FECHA 22/09/2025 DESTINO BAQUEDANO 1187, TEMUCO SOLO IDA SOMOS 25 DOS SILLAS PARA NIÑOS",Cotización generada
gen_19,4,"origen Av. Perú 1984, Rancagua | fecha 31/08/2025 | destino Baquedano 2165, Temuco | somos 3 | ida y vuelta | hora 22:15 😊!!",Cotización generada
pot_211,0,BUENAS TARDES,Potencial cliente
pot_329,3,Buenas - mi nombre es pedro,Potencial cliente
pot_293,0,buenas noches / necesito información?,Potencial cliente
pot_596,0,hola! hay cupos?!,Potencial cliente
pot_331,1,hola! cómo lo hago? 😊...,Potencial cliente
gen_357,5,"Destino los carrera 256, concepción origen av. san martín 1970, viña del mar hora 17:00 solo ida somos 2 fecha 11 de marzo de 2026.",Cotización generada
pot_541,2,BUENAS TARDES 🙌,Potencial cliente
gen_143,3,"fecha 01/02/2026 | ida y vuelta | origen O'Higgins 528, Temuco | hora 11:45 | destino Av. Perú 931, Concepción | somos 50 👍",Cotización generada
gen_486,1,"DESTINO BAQUEDANO 1618, RANCAGUA | SOLO IDA | SOMOS 5 | HORA 17:30 | ORIGEN ALAMEDA 938, VALPARAÍSO | FECHA 03/11/2026",Cotización generada
cot_102,1,hola! solo ida somos 10,Cotizando
pot_49,2,BUENAS NOCHES 🙌 - MI CORREO ES ANA@HOTMAIL.COM,Potencial cliente
gen_73,2,"Somos 2 ; fecha 08/07/2026 ; origen los carrera 1634, valparaíso ; destino los carrera 170, rancagua ; ida y vuelta ; hora 07:30 😊",Cotización generada
cot_142,3,"QUÉ TAL / ORIGEN LOS CARRERA 1790, SANTIAGO / DESTINO AV. PERÚ 1593, CONCEPCIÓN 🙌",Cotizando
gen_263,0,"hora 21:15 destino Av. Kennedy 101, Valparaíso fecha 16 de diciembre de 2025 somos 50 solo ida origen O'Higgins 1932, Antofagasta 👋",Cotización generada
gen_188,2,"Somos 50 - fecha 31/12/2026 - destino av. providencia 985, la serena - origen alameda 1392, rancagua - ida y vuelta - hora 10:15 😊",Cotización generada
pot_360,3,buenas noches | me pueden orientar? 👋,Potencial cliente
pot_40,1,holaaa mi nombre es Sofía RUT 17.926.439-0,Potencial cliente
pot_539,0,buenas noches - me gustaría cotizar? 👍,Potencial cliente
pot_248,3,Qué tal 👋,Potencial cliente
cot_225,2,fecha 24/06/2026 somos 12 👍,Cotizando
cot_7,2,"origen Av. San Martín 2024, Concepción | destino Alameda 656, Temuco",Cotizando
cot_258,3,ida y vuelta somos 20 😊,Cotizando
cot_528,1,"Buenas tardes | origen baquedano 2480, valparaíso | destino o'higgins 125, concepción",Cotizando
cot_565,0,"destino Av. Perú 2424, Santiago ; hora 10:30...",Cotizando
cot_567,1,"Destino los carrera 1922, antofagasta ; hora 18:30",Cotizando
gen_30,0,"origen Alameda 785, La Serena - fecha 10 de abril de 2026 - somos 5 - solo ida - destino Av. Kennedy 314, Rancagua - hora 13:30",Cotización generada
pot_566,3,buenas!!,Potencial cliente
cot_328,4,"origen Av. Providencia 1598, Santiago | destino Av. Kennedy 330, Temuco | somos 5 🙌",Cotizando
pot_374,0,HOLA! / MI NOMBRE ES MARÍA / RUT 24.492.398-K,Potencial cliente
gen_259,5,"FECHA 01/01/2025 / IDA Y VUELTA / DESTINO O'HIGGINS 1353, TEMUCO / SOMOS 50 / ORIGEN AV. KENNEDY 422, SANTIAGO / HORA 21:45 / CON FACTURA 👋",Cotización generada
pot_586,0,buenas tardes | hay cupos? 👍,Potencial cliente
gen_269,0,"Somos 1 - hora 14:30 - destino baquedano 1058, santiago - origen alameda 1436, concepción - fecha 24 de diciembre de 2025 - ida y vuelta - con factura",Cotización generada
cot_466,2,Fecha 28/09/2026 somos 5 me ayudan con la cotización 👍,Cotizando
gen_321,0,"ida y vuelta fecha 09 de agosto de 2025 hora 09:30 origen Av. San Martín 748, Concepción destino Av. Perú 873, Antofagasta somos 1 😊",Cotización generada
cot_68,0,fecha 25/12/2025 / somos 50 / me ayudan con la cotización,Cotizando
pot_486,0,buenas mi nombre es Valentina RUT 14.743.641-7 mi correo es valentina54@outlook.com,Potencial cliente
pot_344,0,HOLAAA MI NOMBRE ES LUIS MI CORREO ES LUIS61@YAHOO.COM,Potencial cliente
pot_425,3,BUENAS NOCHES,Potencial cliente
pot_152,1,hola / me pueden orientar?,Potencial cliente
pot_599,3,Buenas tardes / mi nombre es daniel,Potencial cliente
pot_152,3,Qué tal | tienen disponibilidad? 👍 | mi correo es camila@outlook.com,Potencial cliente
cot_390,1,fecha 25/11/2026 - somos 8!,Cotizando
pot_121,2,buenos días | atienden hoy? 👋 | mi correo es valentina@outlook.com,Potencial cliente
gen_261,5,"Somos 4 ; destino baquedano 395, temuco ; hora 18:15 ; ida y vuelta ; fecha 11 de octubre de 2025 ; origen baquedano 1582, la serena ; dos sillas para niños 👍",Cotización generada
cot_237,2,buenas solo ida somos 5 me ayudan con la cotización 👍,Cotizando
cot_14,2,Fecha 12/06/2026 | somos 5 🙌,Cotizando
cot_472,2,"destino O'Higgins 2056, Valparaíso hora 12:15",Cotizando
gen_99,3,"ida y vuelta - hora 14:15 - fecha 10 de febrero de 2025 - destino Alameda 1467, La Serena - origen Alameda 1415, Antofagasta - somos 5 👍",Cotización generada
gen_119,4,"somos 8 hora 19:00 solo ida origen Alameda 369, Viña del Mar fecha 19/04/2026 destino Av. Providencia 448, La Serena 👍",Cotización generada
gen_377,1,"origen Baquedano 1900, Antofagasta somos 6 ida y vuelta hora 21:15 fecha 20/09/2025 destino Av. San Martín 2107, Concepción dos sillas para niños 😊",Cotización generada
cot_397,3,"ORIGEN AV. SAN MARTÍN 19, LA SERENA ; FECHA 05/10/2026 🙌",Cotizando
pot_396,3,Hola / me gustaría cotizar?,Potencial cliente
cot_91,2,"ORIGEN AV. PROVIDENCIA 700, RANCAGUA DESTINO AV. PERÚ 1163, VALPARAÍSO!",Cotizando
pot_4,3,hola ; mi nombre es Luis ; RUT 8.097.022-k ; mi correo es luis99@hotmail.com,Potencial cliente
gen_283,1,"Somos 3 | solo ida | origen los carrera 541, viña del mar | hora 07:30 | fecha 30/09/2025 | destino alameda 1310, concepción!",Cotización generada
cot_521,2,"origen Av. San Martín 1972, La Serena destino O'Higgins 1432, Santiago somos 10",Cotizando
gen_107,4,"ida y vuelta fecha 20/09/2026 somos 2 origen Av. San Martín 1002, Valparaíso destino Los Carrera 74, Santiago hora 18:15 😊",Cotización generada
gen_578,0,"origen Av. Kennedy 1624, Concepción | ida y vuelta | somos 8 | hora 15:30 | fecha 20/07/2025 | destino Alameda 661, La Serena 👍",Cotización generada
cot_578,2,"Buenas tardes destino av. kennedy 1514, concepción hora 07:00!",Cotizando
gen_576,2,"ida y vuelta fecha 16/10/2025 somos 5 hora 09:00 destino Alameda 1357, Viña del Mar origen O'Higgins 98, Santiago con factura 🙌",Cotización generada
gen_548,0,"ida y vuelta | somos 40 | origen Baquedano 2453, Antofagasta | hora 19:15 | destino Los Carrera 2431, Valparaíso | fecha 20/01/2025",Cotización generada
pot_554,3,holaaa | mi nombre es Daniel | RUT 5.905.485-3,Potencial cliente
gen_322,0,"Somos 8 - ida y vuelta - origen o'higgins 842, santiago - destino o'higgins 895, la serena - fecha 23/01/2025 - hora 07:00 😊",Cotización generada
gen_323,3,"Somos 8 ; destino av. providencia 841, concepción ; hora 18:00 ; origen baquedano 690, santiago ; fecha 12/06/2025 ; solo ida",Cotización generada
cot_409,2,Fecha 16/06/2026 / somos 1.,Cotizando
cot_275,0,"ORIGEN BAQUEDANO 538, VIÑA DEL MAR - FECHA 21 DE MARZO DE 2026",Cotizando
pot_45,1,BUENAS | ATIENDEN HOY? 👋,Potencial cliente
cot_447,1,"ORIGEN AV. PERÚ 1365, LA SERENA - DESTINO AV. PROVIDENCIA 2486, SANTIAGO - ME AYUDAN CON LA COTIZACIÓN 👋.",Cotizando
pot_361,0,Buenas mi nombre es juan rut 19.254.970-9,Potencial cliente
gen_334,5,"origen O'Higgins 904, Concepción | ida y vuelta | somos 5 | destino Av. Kennedy 1043, La Serena | fecha 12/04/2026 | hora 06:30 | maletas grandes",Cotización generada
pot_302,0,BUENOS DÍAS | MI NOMBRE ES ANA | RUT 5.096.842-9,Potencial cliente
gen_573,0,"fecha 19 de agosto de 2026 ida y vuelta origen Av. San Martín 202, Santiago somos 15 hora 08:15 destino Av. Perú 1059, Temuco con factura.",Cotización generada
gen_94,2,"ORIGEN ALAMEDA 1982, CONCEPCIÓN DESTINO AV. PROVIDENCIA 1697, LA SERENA IDA Y VUELTA HORA 22:45 SOMOS 5 FECHA 21/03/2025 DOS SILLAS PARA NIÑOS",Cotización generada
pot_296,3,Buenas noches / tienen disponibilidad?,Potencial cliente
pot_145,3,buenas - mi nombre es Valentina,Potencial cliente
gen_310,2,"origen O'Higgins 844, Valparaíso - hora 15:15 - fecha 03/02/2026 - destino Av. Perú 977, Concepción - somos 1 - solo ida 😊",Cotización generada
pot_120,1,Buenas noches 🙌,Potencial cliente
cot_245,1,"origen O'Higgins 1721, Concepción ; destino O'Higgins 972, Valparaíso ; me ayudan con la cotización 👍",Cotizando
pot_506,1,buenas atienden hoy?,Potencial cliente
cot_347,3,"ORIGEN BAQUEDANO 2019, TEMUCO ; DESTINO LOS CARRERA 2044, VALPARAÍSO ; ME AYUDAN CON LA COTIZACIÓN 👋",Cotizando
pot_98,0,buenas noches | mi correo es luis@outlook.com,Potencial cliente
cot_544,4,"BUENAS DESTINO LOS CARRERA 1095, LA SERENA HORA 16:15 ME AYUDAN CON LA COTIZACIÓN 😊",Cotizando
